drift_event_id,control_name,control_type,baseline_value,current_value,change_type,severity,operator_name,operator_email,approver_name,approver_email,change_date,change_reason,status,compliance_impact,is_approved_change,is_ci_cd_change,is_emergency_change,security_rule_score,rule_risk_level,recommended_remediation_commands,ml_risk_score,predicted_risk_level,ml_confidence,anomaly_score,anomaly_flag,anomaly_confidence,priority_score,priority_level,priority_reason,event_type,source,event_id,actor,approver,metadata
DRF00585,Control-92,Cloud_Security,enabled=False,enabled=True,Enable,High,Donald Muller,donald.muller@company.com,Aditya Muller,aditya.muller@company.com,2025-12-25 08:07:00,Security Update,Drifted,PCI,1,0,0,0,LOW,[],66.73,HIGH,62.86,0.0132,False,68.76,33.67,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00571,Control-24,Vulnerability,enabled=False,enabled=True,Remove,Low,Ronald Park,ronald.park@company.com,James Park,james.park@company.com,2025-12-25 13:09:00,Policy Change,Compliant,ISO,0,0,0,0,LOW,[],29.08,LOW,64.49,0.0386,False,27.31,14.27,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00914,Control-27,Endpoint,enabled=False,enabled=False,Disable,Critical,Jeffrey Hwang,jeffrey.hwang@company.com,Robert Sullivan,robert.sullivan@company.com,2025-12-25 22:59:00,Emergency Fix,Under_Review,GDPR,0,0,1,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],91.98,CRITICAL,79.08,0.0018,False,87.29,84.99,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00714,Control-26,Endpoint,enabled=False,enabled=False,Disable,Low,Isha Park,isha.park@company.com,Edward Harris,edward.harris@company.com,2025-12-26 00:44:00,Policy Change,Remediated,PCI,0,0,0,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],48.76,MEDIUM,56.25,-0.0098,True,100.0,75.57,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00915,Control-38,Access_Control,enabled=False,enabled=False,Disable,Low,Steven Huang,steven.huang@company.com,Rajesh Kelly,rajesh.kelly@company.com,2025-12-26 11:32:00,Performance Tuning,Under_Review,ISO,0,0,0,0,LOW,[],68.02,HIGH,57.67,0.0271,False,46.12,30.72,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00861,Control-96,Vulnerability,enabled=True,enabled=True,Rollback,Info,Sophia Guo,sophia.guo@company.com,Ryan Kelly,ryan.kelly@company.com,2025-12-26 12:19:00,Policy Change,Compliant,NONE,0,0,0,0,LOW,[],19.73,LOW,87.47,0.046,False,15.3,9.2,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00988,Control-89,Vulnerability,enabled=False,enabled=False,Update,High,Daniel Connor,daniel.connor@company.com,Priya Moore,priya.moore@company.com,2025-12-27 14:46:00,Troubleshooting,Remediated,ISO,0,0,0,0,LOW,[],48.7,MEDIUM,65.55,0.014,False,67.36,27.15,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00954,Control-50,DLP,enabled=False,enabled=True,Update,Critical,Amara Garcia,amara.garcia@company.com,Priya Li,priya.li@company.com,2025-12-27 21:14:00,Policy Change,Drifted,GDPR,0,0,0,0,LOW,[],72.1,HIGH,49.84,-0.0054,True,98.98,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00738,Control-41,Network_Segmentation,enabled=False,enabled=False,Update,Medium,Christopher Rao,christopher.rao@company.com,Ryan Reddy,ryan.reddy@company.com,2025-12-29 00:25:00,Security Update,Drifted,PCI,1,0,0,0,LOW,[],58.48,HIGH,47.0,0.0027,False,85.84,33.34,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00877,Control-50,Network_Segmentation,enabled=False,enabled=False,Disable,High,Jacob Becker,jacob.becker@company.com,Shruti Taylor,shruti.taylor@company.com,2025-12-29 06:24:00,Security Update,Drifted,NIST,1,0,0,0,LOW,[],89.19,CRITICAL,75.4,0.0069,False,78.94,43.06,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00734,Control-73,Endpoint,enabled=False,enabled=True,Modify,Medium,Elena Hernandez,elena.hernandez@company.com,Donald Bhat,donald.bhat@company.com,2025-12-30 05:29:00,Performance Tuning,Drifted,ISO,0,0,0,0,LOW,[],63.23,HIGH,53.29,-0.0113,True,100.0,37.13,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00803,Control-76,Data_Protection,enabled=True,enabled=True,Remove,Critical,Stephen Harris,stephen.harris@company.com,George Ramirez,george.ramirez@company.com,2025-12-30 12:05:00,Security Update,Under_Review,NONE,1,0,0,0,LOW,[],85.73,CRITICAL,64.48,0.0247,False,49.94,37.5,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00996,Control-59,Logging,enabled=True,enabled=True,Disable,Medium,Amitabh Jang,amitabh.jang@company.com,Isha Hernandez,isha.hernandez@company.com,2025-12-30 14:49:00,Performance Tuning,Remediated,NIST,0,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",63.06,HIGH,52.1,0.0255,False,48.69,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00656,Control-14,Logging,enabled=True,enabled=True,Modify,High,Edward Hwang,edward.hwang@company.com,Rohan Garcia,rohan.garcia@company.com,2025-12-30 16:20:00,Emergency Fix,Mitigated,ISO,0,0,1,0,LOW,[],51.27,MEDIUM,61.69,0.0173,False,62.02,27.25,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00887,Control-76,DLP,enabled=False,enabled=False,Update,High,Xiulan Martin,xiulan.martin@company.com,Anjali Perez,anjali.perez@company.com,2025-12-30 17:37:00,Policy Change,Drifted,PCI,0,0,0,0,LOW,[],64.62,HIGH,56.14,0.0222,False,54.04,30.72,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00941,Control-80,Data_Protection,enabled=True,enabled=False,Update,Low,Donald Pillai,donald.pillai@company.com,Priya Choi,priya.choi@company.com,2025-12-31 20:57:00,Security Update,Mitigated,GDPR,1,0,0,0,LOW,[],26.64,LOW,70.65,0.0202,False,57.21,17.91,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00889,Control-69,Logging,enabled=True,enabled=False,Enable,Medium,Maria Sullivan,maria.sullivan@company.com,Deepika Martin,deepika.martin@company.com,2026-01-02 00:39:00,Security Update,Mitigated,CIS,1,0,0,0,LOW,[],37.78,MEDIUM,50.53,-0.0148,True,100.0,28.22,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00884,Control-13,Encryption,enabled=True,enabled=False,Rollback,Low,Nikhil Robinson,nikhil.robinson@company.com,Sophia Meyer,sophia.meyer@company.com,2026-01-02 10:31:00,Emergency Fix,Mitigated,PCI,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",27.68,LOW,63.55,0.0411,False,23.25,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00925,Control-66,Network_Segmentation,enabled=True,enabled=False,Rollback,Info,Maria Weber,maria.weber@company.com,Joshua Reilly,joshua.reilly@company.com,2026-01-02 12:07:00,Security Update,Compliant,NIST,1,0,0,0,LOW,[],20.2,LOW,84.31,0.0407,False,23.92,10.66,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00818,Control-75,Data_Protection,enabled=True,enabled=False,Modify,Low,Nikhil Meyer,nikhil.meyer@company.com,Neha Jones,neha.jones@company.com,2026-01-03 09:50:00,Troubleshooting,Remediated,CIS,0,0,0,0,LOW,[],34.66,MEDIUM,49.63,0.02,False,57.56,20.77,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00919,Control-12,Vulnerability,enabled=False,enabled=False,Disable,Critical,Meera Menon,meera.menon@company.com,William Miller,william.miller@company.com,2026-01-04 18:06:00,Troubleshooting,Drifted,CIS,0,0,0,0,LOW,[],83.49,CRITICAL,52.64,0.005,False,82.03,78.0,HIGH,Critical unresolved drift floor applied,,,,,,
DRF00929,Control-69,Cloud_Security,enabled=True,enabled=False,Update,Critical,Jeffrey Xu,jeffrey.xu@company.com,Stephen Sun,stephen.sun@company.com,2026-01-05 12:16:00,Policy Change,Compliant,GDPR,1,0,0,0,LOW,[],43.95,MEDIUM,55.01,0.0422,False,21.41,18.59,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00725,Control-80,Encryption,enabled=False,enabled=True,Remove,Low,Jeffrey Martinez,jeffrey.martinez@company.com,Joshua Kelly,joshua.kelly@company.com,2026-01-05 12:19:00,Emergency Fix,Drifted,GDPR,0,0,1,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",60.33,MEDIUM,41.67,0.0276,False,45.18,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00528,Control-39,DLP,enabled=True,enabled=True,Enable,High,Jonathan Lee,jonathan.lee@company.com,Yuki Pillai,yuki.pillai@company.com,2026-01-05 17:29:00,Security Update,Under_Review,CIS,1,0,0,0,LOW,[],57.69,MEDIUM,49.21,0.0284,False,43.87,26.77,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00794,Control-58,Endpoint,enabled=True,enabled=False,Remove,Low,Nikhil Reilly,nikhil.reilly@company.com,Joseph Verma,joseph.verma@company.com,2026-01-07 12:17:00,Emergency Fix,Mitigated,PCI,0,0,1,87,HIGH,['re-enable endpoint protection for the device and initiate a full malware scan'],46.97,MEDIUM,56.39,0.0301,False,41.1,66.1,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00667,Control-67,Network_Segmentation,enabled=False,enabled=True,Disable,Medium,Joseph Ramirez,joseph.ramirez@company.com,Robert Patel,robert.patel@company.com,2026-01-08 21:14:00,Security Update,Under_Review,NIST,1,0,0,0,LOW,[],73.43,HIGH,61.33,0.0117,False,71.13,42.0,MEDIUM,Unresolved medium-severity review floor applied,,,,,,
DRF00858,Control-69,Vulnerability,enabled=True,enabled=False,Rollback,Low,Aditya Thompson,aditya.thompson@company.com,Pooja Jackson,pooja.jackson@company.com,2026-01-08 23:47:00,Emergency Fix,Drifted,GDPR,0,0,1,0,LOW,[],45.3,MEDIUM,67.49,0.0012,False,88.21,29.09,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00978,Control-21,Data_Protection,enabled=False,enabled=True,Rollback,Medium,David Harris,david.harris@company.com,Andrew Williams,andrew.williams@company.com,2026-01-10 02:08:00,Security Update,Remediated,CIS,1,0,0,0,LOW,[],36.21,LOW,45.78,0.0051,False,81.83,24.95,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00892,Control-7,Cloud_Security,enabled=False,enabled=False,Enable,Critical,Matthew Rodriguez,matthew.rodriguez@company.com,Sophia Li,sophia.li@company.com,2026-01-10 15:04:00,Emergency Fix,Compliant,CIS,0,0,1,0,LOW,[],49.47,MEDIUM,53.41,0.0201,False,57.44,25.93,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00964,Control-81,Encryption,enabled=False,enabled=True,Enable,Low,Leila Johnson,leila.johnson@company.com,Anjali Pillai,anjali.pillai@company.com,2026-01-10 15:11:00,Security Update,Mitigated,CIS,1,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",26.06,LOW,68.51,0.0156,False,64.78,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00517,Control-74,Vulnerability,enabled=True,enabled=False,Disable,High,Stephen Fischer,stephen.fischer@company.com,Isha Huang,isha.huang@company.com,2026-01-11 15:02:00,Performance Tuning,Remediated,GDPR,0,0,0,0,LOW,[],68.52,HIGH,52.23,0.0118,False,70.95,34.62,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00745,Control-21,Firewall,enabled=False,enabled=False,Modify,Info,Robert Connor,robert.connor@company.com,Joshua Perez,joshua.perez@company.com,2026-01-12 02:18:00,Troubleshooting,Drifted,NONE,0,0,0,0,LOW,[],45.53,MEDIUM,63.03,0.0179,False,61.02,25.09,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00506,Control-78,Vulnerability,enabled=False,enabled=True,Disable,Medium,Anjali Lee,anjali.lee@company.com,Raja Murphy,raja.murphy@company.com,2026-01-13 06:38:00,Performance Tuning,Remediated,PCI,0,0,0,0,LOW,[],57.48,HIGH,42.34,0.0074,False,78.17,31.84,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00591,Control-10,Firewall,enabled=False,enabled=False,Remove,Critical,Paul Thomas,paul.thomas@company.com,Michael Murphy,michael.murphy@company.com,2026-01-15 05:47:00,Emergency Fix,Mitigated,GDPR,0,0,1,0,LOW,[],79.08,HIGH,42.03,0.0042,False,83.38,40.18,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00608,Control-63,Access_Control,enabled=True,enabled=True,Disable,Low,Anjali Johnson,anjali.johnson@company.com,Leila Quinn,leila.quinn@company.com,2026-01-15 10:40:00,Policy Change,Mitigated,ISO,0,0,0,0,LOW,[],56.47,MEDIUM,39.36,0.0394,False,26.01,23.67,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00807,Control-18,Endpoint,enabled=False,enabled=False,Update,High,Michael Muller,michael.muller@company.com,Diya Robinson,diya.robinson@company.com,2026-01-15 15:44:00,Policy Change,Under_Review,PCI,0,0,0,0,LOW,[],56.22,MEDIUM,52.39,0.0326,False,37.1,25.24,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00634,Control-48,Data_Protection,enabled=True,enabled=False,Update,Medium,Varun Martin,varun.martin@company.com,Sofia Thomas,sofia.thomas@company.com,2026-01-16 17:46:00,Security Update,Drifted,PCI,1,0,0,0,LOW,[],49.93,MEDIUM,67.82,0.0385,False,27.4,21.59,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00942,Control-36,Data_Protection,enabled=False,enabled=True,Remove,High,Meera Sun,meera.sun@company.com,Andrew Lim,andrew.lim@company.com,2026-01-16 22:08:00,Performance Tuning,Compliant,NONE,0,0,0,0,LOW,[],66.83,HIGH,44.07,-0.0012,True,92.12,37.21,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00650,Control-90,Firewall,enabled=True,enabled=True,Enable,Low,Richard Das,richard.das@company.com,Charles Martin,charles.martin@company.com,2026-01-17 18:53:00,Performance Tuning,Drifted,NIST,0,0,0,0,LOW,[],40.01,MEDIUM,58.06,0.0056,False,81.01,26.16,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00775,Control-19,Data_Protection,enabled=False,enabled=False,Disable,Medium,Nikhil Li,nikhil.li@company.com,Leila Reilly,leila.reilly@company.com,2026-01-18 21:33:00,Policy Change,Drifted,PCI,0,0,0,0,LOW,[],86.69,CRITICAL,65.09,-0.0079,True,100.0,45.34,MEDIUM,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00055,Control-38,Data_Protection,enabled=False,enabled=True,Remove,High,Sophia Lopez,sophia.lopez@company.com,Edward Smith,edward.smith@company.com,2026-01-21 10:54:40,Troubleshooting,Drifted,GDPR,0,0,0,0,LOW,[],88.37,CRITICAL,65.4,0.0404,False,24.45,34.6,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00330,Control-12,Network_Segmentation,enabled=True,enabled=False,Disable,Critical,Mark Pillai,mark.pillai@company.com,Rajesh Patel,rajesh.patel@company.com,2026-01-21 10:54:40,Security Update,Compliant,ISO,1,0,0,0,LOW,[],65.12,MEDIUM,35.84,0.03,False,41.25,28.98,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00027,Control-39,Logging,enabled=True,enabled=False,Rollback,Medium,Aditya Jones,aditya.jones@company.com,Amara Sanchez,amara.sanchez@company.com,2026-01-21 10:54:40,Performance Tuning,Compliant,ISO,0,0,0,0,LOW,[],34.19,MEDIUM,53.76,0.027,False,46.25,18.9,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00245,Control-74,Firewall,enabled=False,enabled=False,Disable,Critical,Nicholas Martinez,nicholas.martinez@company.com,Ryan Davis,ryan.davis@company.com,2026-01-21 10:54:40,Security Update,Remediated,NONE,1,0,0,0,LOW,[],64.51,MEDIUM,30.14,0.0429,False,20.31,25.62,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00063,Control-43,Logging,enabled=False,enabled=False,Update,Info,Joseph Reddy,joseph.reddy@company.com,Aditya Moore,aditya.moore@company.com,2026-01-22 10:54:40,Performance Tuning,Drifted,GDPR,0,0,0,0,LOW,[],43.2,MEDIUM,73.49,0.0489,False,10.52,16.7,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00336,Control-84,Access_Control,enabled=False,enabled=True,Rollback,Medium,Nadia Johnson,nadia.johnson@company.com,George Jones,george.jones@company.com,2026-01-22 10:54:40,Emergency Fix,Compliant,NONE,0,0,1,0,LOW,[],24.38,LOW,70.86,0.0565,False,0.0,8.53,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00304,Control-72,Access_Control,enabled=True,enabled=True,Update,Critical,Matthew Williams,matthew.williams@company.com,Neha Martinez,neha.martinez@company.com,2026-01-22 10:54:40,Emergency Fix,Remediated,NONE,0,0,1,0,LOW,[],40.6,MEDIUM,67.16,0.0523,False,5.03,14.96,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00110,Control-70,Firewall,enabled=True,enabled=True,Enable,Medium,Kevin Bhat,kevin.bhat@company.com,Xiulan Rao,xiulan.rao@company.com,2026-01-22 10:54:40,Troubleshooting,Remediated,NONE,0,0,0,0,LOW,[],25.68,LOW,67.49,0.051,False,7.14,10.06,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00344,Control-47,Data_Protection,enabled=False,enabled=False,Remove,Medium,Amitabh Lewis,amitabh.lewis@company.com,George Anderson,george.anderson@company.com,2026-01-22 10:54:40,Security Update,Compliant,NIST,1,0,0,0,LOW,[],51.22,HIGH,37.83,0.0469,False,13.76,19.99,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00178,Control-87,Encryption,enabled=False,enabled=True,Modify,Info,Christopher Robinson,christopher.robinson@company.com,Anthony Reddy,anthony.reddy@company.com,2026-01-23 10:54:40,Troubleshooting,Compliant,ISO,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",26.87,LOW,67.45,0.0274,False,45.56,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00284,Control-15,Data_Protection,enabled=False,enabled=True,Update,Low,Akshay Kumar,akshay.kumar@company.com,Sophia Mishra,sophia.mishra@company.com,2026-01-23 10:54:40,Policy Change,Mitigated,PCI,0,0,0,0,LOW,[],22.76,LOW,77.42,0.0522,False,5.2,8.75,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00070,Control-72,Encryption,enabled=True,enabled=True,Update,High,Aisha Smith,aisha.smith@company.com,Ryan Williams,ryan.williams@company.com,2026-01-23 10:54:40,Security Update,Under_Review,NONE,1,0,0,0,LOW,[],50.91,MEDIUM,51.39,0.0595,False,0.0,17.82,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00462,Control-53,Logging,enabled=False,enabled=False,Remove,High,Eric Jones,eric.jones@company.com,Timothy Perez,timothy.perez@company.com,2026-01-23 10:54:40,Performance Tuning,Compliant,NONE,0,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",60.11,HIGH,43.24,0.0341,False,34.59,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00408,Control-1,Vulnerability,enabled=False,enabled=False,Rollback,Low,Rohan Robinson,rohan.robinson@company.com,Kenneth Martin,kenneth.martin@company.com,2026-01-23 10:54:40,Policy Change,Compliant,GDPR,0,0,0,0,LOW,[],23.08,LOW,76.48,0.0526,False,4.54,8.76,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00433,Control-23,Firewall,enabled=True,enabled=True,Remove,High,Fatima Moore,fatima.moore@company.com,Charles Robinson,charles.robinson@company.com,2026-01-23 10:54:40,Policy Change,Under_Review,CIS,0,0,0,0,LOW,[],89.63,CRITICAL,72.04,0.0562,False,0.0,31.37,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00046,Control-30,Access_Control,enabled=False,enabled=True,Enable,Info,Timothy Kumar,timothy.kumar@company.com,Pooja Mishra,pooja.mishra@company.com,2026-01-23 10:54:40,Policy Change,Compliant,GDPR,0,0,0,0,LOW,[],21.67,LOW,80.06,0.0395,False,25.91,11.47,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00411,Control-30,Data_Protection,enabled=False,enabled=True,Remove,Info,Edward Singh,edward.singh@company.com,Andrew Moore,andrew.moore@company.com,2026-01-23 10:54:40,Performance Tuning,Compliant,NIST,0,0,0,0,LOW,[],38.22,LOW,42.49,0.0408,False,23.65,16.92,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00222,Control-57,DLP,enabled=False,enabled=False,Disable,Critical,Eric Bhat,eric.bhat@company.com,Pooja Mishra,pooja.mishra@company.com,2026-01-23 10:54:40,Emergency Fix,Under_Review,CIS,0,0,1,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],86.27,CRITICAL,59.36,0.042,False,21.84,76.47,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00360,Control-22,Cloud_Security,enabled=False,enabled=True,Rollback,Critical,Neha Thomas,neha.thomas@company.com,Vikram Gonzalez,vikram.gonzalez@company.com,2026-01-24 10:54:40,Emergency Fix,Compliant,NIST,0,0,1,0,LOW,[],60.77,HIGH,55.08,0.0417,False,22.34,24.62,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00334,Control-71,Firewall,enabled=True,enabled=False,Remove,Medium,Varun Lopez,varun.lopez@company.com,Amara Taylor,amara.taylor@company.com,2026-01-24 10:54:40,Emergency Fix,Mitigated,CIS,0,0,1,0,LOW,[],69.76,HIGH,63.59,0.032,False,38.12,30.13,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00316,Control-18,Firewall,enabled=True,enabled=True,Enable,High,Robert Rodriguez,robert.rodriguez@company.com,Isha Lopez,isha.lopez@company.com,2026-01-24 10:54:40,Troubleshooting,Remediated,NONE,0,0,0,0,LOW,[],40.66,MEDIUM,70.49,0.0299,False,41.46,20.45,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00080,Control-80,Encryption,enabled=False,enabled=True,Disable,Medium,Aisha Young,aisha.young@company.com,Daniel Taylor,daniel.taylor@company.com,2026-01-24 10:54:40,Troubleshooting,Compliant,NONE,0,0,0,98,CRITICAL,"['aws kms enable-key-rotation --key-id <key-id>', 'gcloud kms keys update <key-name> --protection-level=hsm']",46.15,MEDIUM,40.93,0.0247,False,49.96,93.0,CRITICAL,Mandatory priority floor applied for Encryption Downgrade,,,,,,
DRF00482,Control-69,DLP,enabled=True,enabled=True,Update,Critical,Robert Lopez,robert.lopez@company.com,Harsh Das,harsh.das@company.com,2026-01-25 10:54:40,Security Update,Compliant,NIST,1,0,0,0,LOW,[],46.73,MEDIUM,40.92,0.0229,False,52.89,24.29,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00064,Control-1,Data_Protection,enabled=True,enabled=False,Rollback,High,William Lewis,william.lewis@company.com,Neha Pillai,neha.pillai@company.com,2026-01-25 10:54:40,Security Update,Drifted,CIS,1,0,0,0,LOW,[],68.76,HIGH,64.69,0.0291,False,42.76,30.48,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00339,Control-72,Vulnerability,enabled=False,enabled=False,Modify,Medium,Pooja Bhat,pooja.bhat@company.com,Jason Ghosh,jason.ghosh@company.com,2026-01-25 10:54:40,Troubleshooting,Remediated,ISO,0,0,0,0,LOW,[],46.75,MEDIUM,69.61,0.0166,False,63.14,25.83,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00049,Control-63,Firewall,enabled=False,enabled=False,Enable,Critical,George Clark,george.clark@company.com,Zainab Bhat,zainab.bhat@company.com,2026-01-25 10:54:40,Troubleshooting,Remediated,GDPR,0,0,0,0,LOW,[],50.8,MEDIUM,60.92,0.021,False,55.99,26.18,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00042,Control-49,Firewall,enabled=False,enabled=True,Modify,Critical,Richard Lee,richard.lee@company.com,Zainab Harris,zainab.harris@company.com,2026-01-25 10:54:40,Emergency Fix,Under_Review,PCI,0,0,1,0,LOW,[],75.63,HIGH,62.11,0.0205,False,56.79,34.99,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00151,Control-27,Endpoint,enabled=True,enabled=True,Modify,High,Joseph Moore,joseph.moore@company.com,Maria Lewis,maria.lewis@company.com,2026-01-26 10:54:40,Policy Change,Remediated,PCI,0,0,0,0,LOW,[],51.63,MEDIUM,56.51,0.0229,False,52.92,26.01,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00291,Control-22,Logging,enabled=True,enabled=True,Disable,Low,Stephen Harris,stephen.harris@company.com,Kevin Young,kevin.young@company.com,2026-01-26 10:54:40,Policy Change,Under_Review,ISO,0,0,0,97,CRITICAL,"['aws logs put-retention-policy --log-group-name <group> --retention-in-days 365', 'az monitor diagnostic-settings create --name <setting> --resource <resource-id>']",68.01,HIGH,47.15,0.0359,False,31.67,92.0,CRITICAL,Mandatory priority floor applied for Audit Logging Disabled,,,,,,
DRF00120,Control-48,Endpoint,enabled=False,enabled=False,Update,Low,Harsh Das,harsh.das@company.com,William Williams,william.williams@company.com,2026-01-26 10:54:40,Security Update,Under_Review,NONE,1,0,0,0,LOW,[],27.75,LOW,62.97,0.0394,False,25.93,13.6,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00430,Control-87,Encryption,enabled=True,enabled=True,Update,High,Jeffrey Martin,jeffrey.martin@company.com,Pooja Menon,pooja.menon@company.com,2026-01-26 10:54:40,Security Update,Drifted,CIS,1,0,0,0,LOW,[],64.77,HIGH,65.17,0.0465,False,14.37,24.82,LOW,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
DRF00174,Control-34,DLP,enabled=True,enabled=True,Disable,Low,Raja Sanchez,raja.sanchez@company.com,Aditya Singh,aditya.singh@company.com,2026-01-26 10:54:40,Security Update,Drifted,CIS,1,0,0,86,HIGH,['restore DLP policy from policy-as-code and redeploy to sensitive data repositories'],66.06,MEDIUM,37.82,0.0337,False,35.22,71.4,HIGH,"Weighted rule, ML risk, and behavioral anomaly signals",,,,,,
